artist,artistid,cat,catid
陈奕迅,2116,华语男歌手,1001
林俊杰,3684,华语男歌手,1001
薛之谦,5781,华语男歌手,1001
队长,1143033,华语男歌手,1001
毛不易,12138269,华语男歌手,1001
许嵩,5771,华语男歌手,1001
李荣浩,4292,华语男歌手,1001
颜人中,31376161,华语男歌手,1001
周杰伦,6452,华语男歌手,1001
h3R3,12631485,华语男歌手,1001
沈以诚,12002248,华语男歌手,1001
张杰,6472,华语男歌手,1001
郭顶,2843,华语男歌手,1001
法老,865007,华语男歌手,1001
盛哲,12395355,华语男歌手,1001
王以太,12236125,华语男歌手,1001
Tizzy T,1204010,华语男歌手,1001
刘大壮,31165848,华语男歌手,1001
要不要买菜,33435854,华语男歌手,1001
张学友,6460,华语男歌手,1001
汪苏泷,5538,华语男歌手,1001
姜云升,1198123,华语男歌手,1001
烟(许佳豪),49937403,华语男歌手,1001
LBI利比,12277194,华语男歌手,1001
KEY.L刘聪,12788674,华语男歌手,1001
余佳运,1079074,华语男歌手,1001
XMASwu(吴骜),31309410,华语男歌手,1001
周深,1030001,华语男歌手,1001
古巨基,2849,华语男歌手,1001
徐秉龙,1197168,华语男歌手,1001
隔壁老樊,12429072,华语男歌手,1001
马思唯,1132392,华语男歌手,1001
艾热 AIR,1203045,华语男歌手,1001
小田音乐社,12852319,华语男歌手,1001
赵雷,6731,华语男歌手,1001
杨和苏KeyNG,13899303,华语男歌手,1001
Jony J,784257,华语男歌手,1001
方大同,2738,华语男歌手,1001
李克勤,3699,华语男歌手,1001
Capper,12193174,华语男歌手,1001
REDBOI,53092750,华语男歌手,1001
阿冗,30116848,华语男歌手,1001
那奇沃夫,12570417,华语男歌手,1001
华晨宇,861777,华语男歌手,1001
Aioz,29235210,华语男歌手,1001
周兴哲,980025,华语男歌手,1001
王巨星,32399227,华语男歌手,1001
满舒克,188141,华语男歌手,1001
暴躁的兔子,32645255,华语男歌手,1001
MoreLearn 27,31002901,华语男歌手,1001
GALI,12127362,华语男歌手,1001
Ice Paper,12121264,华语男歌手,1001
邵帅,29392693,华语男歌手,1001
Starling8,36772893,华语男歌手,1001
FIVESTAR,51613721,华语男歌手,1001
张震岳,6453,华语男歌手,1001
张国荣,6457,华语男歌手,1001
龍猛寺寬度,34500818,华语男歌手,1001
Wiz_H张子豪,13112601,华语男歌手,1001
黄礼格,1019154,华语男歌手,1001
陶喆,5196,华语男歌手,1001
杜宣达,12060040,华语男歌手,1001
王赫野,47091532,华语男歌手,1001
周柏豪,6479,华语男歌手,1001
7copy,32897995,华语男歌手,1001
KnowKnow,27868624,华语男歌手,1001
MC HotDog 热狗,4479,华语男歌手,1001
Franky弗兰奇,12338185,华语男歌手,1001
杨宗纬,6066,华语男歌手,1001
吴炳文Cookie,34357551,华语男歌手,1001
沙一汀EL,31561897,华语男歌手,1001
江辰,12641765,华语男歌手,1001
早安,47192128,华语男歌手,1001
柳爽,1060132,华语男歌手,1001
盛宇D-SHINE,12605500,华语男歌手,1001
王杰,5358,华语男歌手,1001
许巍,5770,华语男歌手,1001
WiFi歪歪,32571955,华语男歌手,1001
Lambert,31668975,华语男歌手,1001
永彬Ryan.B,12448205,华语男歌手,1001
ICE,13145283,华语男歌手,1001
张信哲,6454,华语男歌手,1001
王朝,1039296,华语男歌手,1001
慢热的气球,53340844,华语男歌手,1001
谭咏麟,5205,华语男歌手,1001
GAI周延,1211046,华语男歌手,1001
Lil Jet,12079066,华语男歌手,1001
高旭,33900743,华语男歌手,1001
焦迈奇,12084229,华语男歌手,1001
BT07,12138038,华语男歌手,1001
桃德李Todd Li,12268138,华语男歌手,1001
王力宏,5346,华语男歌手,1001
王嘉尔,1083118,华语男歌手,1001
刘德华,3691,华语男歌手,1001
林达浪,15199791,华语男歌手,1001
Strictlyviolin荀博,49044240,华语男歌手,1001
虎二,12286700,华语男歌手,1001
潘玮柏,4723,华语男歌手,1001
葛东琪,12136078,华语男歌手,1001
郑润泽,29051613,华语男歌手,1001
G.E.M.邓紫棋,7763,华语女歌手,1002
Kirsty刘瑾睿,12499721,华语女歌手,1002
蔡健雅,7214,华语女歌手,1002
王贰浪,14312549,华语女歌手,1002
刘大拿,29588305,华语女歌手,1002
莫文蔚,8926,华语女歌手,1002
yihuik苡慧,36032190,华语女歌手,1002
苏星婕,46966451,华语女歌手,1002
KKECHO,50275485,华语女歌手,1002
任然,9255,华语女歌手,1002
程响,7424,华语女歌手,1002
徐佳莹,9940,华语女歌手,1002
陈粒,1007170,华语女歌手,1002
王菲,9621,华语女歌手,1002
NINEONE#赵馨玥,12276375,华语女歌手,1002
孙燕姿,9272,华语女歌手,1002
刘至佳,1172023,华语女歌手,1002
买辣椒也用券,12085562,华语女歌手,1002
不是花火呀,36181946,华语女歌手,1002
萧亚轩,9945,华语女歌手,1002
叶琼琳,35187624,华语女歌手,1002
黄丽玲,7063,华语女歌手,1002
杨千嬅,10204,华语女歌手,1002
张韶涵,10562,华语女歌手,1002
陈慧娴,7225,华语女歌手,1002
张叶蕾,12213291,华语女歌手,1002
阿梨粤,33230219,华语女歌手,1002
花粥,8103,华语女歌手,1002
郁可唯,10200,华语女歌手,1002
刘若英,8326,华语女歌手,1002
梨冻紧,33259235,华语女歌手,1002
彭席彦,30644200,华语女歌手,1002
傲七爷,13145036,华语女歌手,1002
Vinida (万妮达),12001060,华语女歌手,1002
司南,28863695,华语女歌手,1002
梁咏琪,8329,华语女歌手,1002
陈壹千,12077204,华语女歌手,1002
王心凌,9606,华语女歌手,1002
谢安琪,9952,华语女歌手,1002
张碧晨,1024308,华语女歌手,1002
黄霄雲,14077324,华语女歌手,1002
蔡依林,7219,华语女歌手,1002
梦然,9039,华语女歌手,1002
张芸京,10572,华语女歌手,1002
双笙（陈元汐）,12025552,华语女歌手,1002
范倪Liu,37060073,华语女歌手,1002
林忆莲,8336,华语女歌手,1002
阿YueYue,12227865,华语女歌手,1002
路飞文,12405153,华语女歌手,1002
尹昔眠,12316248,华语女歌手,1002
金玟岐,893259,华语女歌手,1002
王OK(王澳珂),27871957,华语女歌手,1002
银临,188565,华语女歌手,1002
刘瑞琦,840134,华语女歌手,1002
Bell玲惠,37616858,华语女歌手,1002
旺仔小乔,32980337,华语女歌手,1002
蓝心羽,30207301,华语女歌手,1002
高睿,33850806,华语女歌手,1002
一支榴莲,33694141,华语女歌手,1002
杨丞琳,10199,华语女歌手,1002
杨胖雨,31051426,华语女歌手,1002
周星星,12157330,华语女歌手,1002
薇薇,52400403,华语女歌手,1002
梁静茹,8325,华语女歌手,1002
二胖u（王訫）,12923493,华语女歌手,1002
容祖儿,9269,华语女歌手,1002
卫兰,9605,华语女歌手,1002
金海心,8151,华语女歌手,1002
李尧音,12195034,华语女歌手,1002
周笔畅,10558,华语女歌手,1002
AGA,768208,华语女歌手,1002
蒋小呢,37540088,华语女歌手,1002
吴雨霏,9615,华语女歌手,1002
陈婧霏,12789956,华语女歌手,1002
黄龄,7890,华语女歌手,1002
黄诗扶,12308369,华语女歌手,1002
Hanser,1049179,华语女歌手,1002
圈圈菌,48790581,华语女歌手,1002
张惠妹,10559,华语女歌手,1002
刘惜君,8334,华语女歌手,1002
卢卢快闭嘴,35136304,华语女歌手,1002
芝麻Mochi,12195788,华语女歌手,1002
叶斯淳,12149035,华语女歌手,1002
蜡笔小心,1155027,华语女歌手,1002
AY楊佬叁,12258420,华语女歌手,1002
林宝馨,13113858,华语女歌手,1002
阿肆,7122,华语女歌手,1002
张靓颖,10561,华语女歌手,1002
叶蒨文,10209,华语女歌手,1002
袁娅维TIA RAY,10473,华语女歌手,1002
火羊瞌睡了,34522800,华语女歌手,1002
范玮琪,7652,华语女歌手,1002
邓丽君,7570,华语女歌手,1002
何曼婷,8022,华语女歌手,1002
粉太狼,35309151,华语女歌手,1002
粥粥zxr,31136991,华语女歌手,1002
Ecrolyn,12327114,华语女歌手,1002
Bo Peep,30955486,华语女歌手,1002
唐伯虎Annie,1193004,华语女歌手,1002
喵☆酱,12373281,华语女歌手,1002
告五人,12676697,华语组合/乐队,1003
Beyond,11127,华语组合/乐队,1003
宝宝巴士,14714082,华语组合/乐队,1003
群星,122455,华语组合/乐队,1003
房东的猫,1050282,华语组合/乐队,1003
HOYO-MiX,12487174,华语组合/乐队,1003
Higher Brothers,12002201,华语组合/乐队,1003
夏日入侵企画,12383009,华语组合/乐队,1003
棱镜乐队,1085047,华语组合/乐队,1003
五月天,13193,华语组合/乐队,1003
音阙诗听,12174521,华语组合/乐队,1003
Fine乐团,1160085,华语组合/乐队,1003
福禄寿FloruitShow,29393033,华语组合/乐队,1003
伍佰 & China Blue,222871,华语组合/乐队,1003
塞壬唱片-MSR,32540734,华语组合/乐队,1003
逃跑计划,12977,华语组合/乐队,1003
By2,11097,华语组合/乐队,1003
88rising,15022053,华语组合/乐队,1003
南征北战NZBZ,189873,华语组合/乐队,1003
回春丹,27730224,华语组合/乐队,1003
筷子兄弟,12081,华语组合/乐队,1003
国风堂,31862479,华语组合/乐队,1003
F.I.R.,11562,华语组合/乐队,1003
与少年他,35037364,华语组合/乐队,1003
凤凰传奇,11564,华语组合/乐队,1003
痛仰乐队,12971,华语组合/乐队,1003
橘子海 (Orange Ocean),1184074,华语组合/乐队,1003
新裤子,13282,华语组合/乐队,1003
草蜢,11265,华语组合/乐队,1003
青鸟飞鱼,12604,华语组合/乐队,1003
Morerare,1081577,华语组合/乐队,1003
万能青年旅店,13223,华语组合/乐队,1003
珂拉琪,50869322,华语组合/乐队,1003
deca joins,12463331,华语组合/乐队,1003
英雄联盟,1047337,华语组合/乐队,1003
八三夭,11109,华语组合/乐队,1003
恋恋故人难,32041318,华语组合/乐队,1003
镜予歌,31512071,华语组合/乐队,1003
NoLabelCrew,36623116,华语组合/乐队,1003
落日飞车,11074,华语组合/乐队,1003
黑屋乐队,1145042,华语组合/乐队,1003
鹿先森乐队,1195028,华语组合/乐队,1003
安全着陆,12204436,华语组合/乐队,1003
GALA,11679,华语组合/乐队,1003
Round_2,12127507,华语组合/乐队,1003
好妹妹,711683,华语组合/乐队,1003
时代少年团,33806754,华语组合/乐队,1003
TFBOYS,827728,华语组合/乐队,1003
阿里郎,11015,华语组合/乐队,1003
C-BLOCK,11257,华语组合/乐队,1003
Twins,12985,华语组合/乐队,1003
茄子蛋,1039873,华语组合/乐队,1003
马赛克,12328,华语组合/乐队,1003
APEX,35547742,华语组合/乐队,1003
康姆士COM'Z,12090204,华语组合/乐队,1003
不靠谱组合,12296026,华语组合/乐队,1003
昨夜派对（L.N Party）,13104057,华语组合/乐队,1003
Dear Jane,11378,华语组合/乐队,1003
三人行影音工作室,49802607,华语组合/乐队,1003
ONER,29148386,华语组合/乐队,1003
苏打绿,12707,华语组合/乐队,1003
旅行团乐队,12111,华语组合/乐队,1003
海龟先生,11830,华语组合/乐队,1003
伊格赛听,31727575,华语组合/乐队,1003
橙光音乐,12063096,华语组合/乐队,1003
椅子乐团 The Chairs,12029112,华语组合/乐队,1003
直火帮 Straight Fire Gang,12003155,华语组合/乐队,1003
宝楽CNBALLER,12191014,华语组合/乐队,1003
小旭音乐,900347,华语组合/乐队,1003
小河狸贝瓦,14200958,华语组合/乐队,1003
阿吉太组合,12031075,华语组合/乐队,1003
ANU,12074125,华语组合/乐队,1003
EVO MUSIC,46886194,华语组合/乐队,1003
蛙池,32432697,华语组合/乐队,1003
信乐团,13283,华语组合/乐队,1003
INDEcompany,51265187,华语组合/乐队,1003
羽·泉,13418,华语组合/乐队,1003
丢火车,11370,华语组合/乐队,1003
五条人,938017,华语组合/乐队,1003
帆布小镇（Canvas Townlet）,33373308,华语组合/乐队,1003
RAiNBOW计划,1047139,华语组合/乐队,1003
Mr.,12266,华语组合/乐队,1003
Siren,33527748,华语组合/乐队,1003
黑豹乐队,11759,华语组合/乐队,1003
麻园诗人,4556,华语组合/乐队,1003
忘川风华录,27725536,华语组合/乐队,1003
水木年华,12712,华语组合/乐队,1003
DIGI GHETTO,33693423,华语组合/乐队,1003
新乐尘符,12503194,华语组合/乐队,1003
饭碗的彼岸,1138028,华语组合/乐队,1003
Charles,48984359,华语组合/乐队,1003
404 RAPPER,30003804,华语组合/乐队,1003
南拳妈妈,12438,华语组合/乐队,1003
康士坦的变化球,12232080,华语组合/乐队,1003
洛少爷,12060031,华语组合/乐队,1003
岛屿心情,11481,华语组合/乐队,1003
NeonMusic,37337313,华语组合/乐队,1003
盘尼西林,900021,华语组合/乐队,1003
至上励合,13584,华语组合/乐队,1003
RICHNOMADIC,33165901,华语组合/乐队,1003
Justin Bieber,35531,欧美男歌手,2001
Charlie Puth,90331,欧美男歌手,2001
Martin Garrix,780003,欧美男歌手,2001
Alan Walker,1045123,欧美男歌手,2001
XXXTENTACION,12107961,欧美男歌手,2001
Anson Seabra,14470054,欧美男歌手,2001
David Guetta,31211,欧美男歌手,2001
The Weeknd,185858,欧美男歌手,2001
Troye Sivan,45129,欧美男歌手,2001
Ed Sheeran,33184,欧美男歌手,2001
JVKE,32988392,欧美男歌手,2001
Shawn Mendes,956238,欧美男歌手,2001
Eminem,32665,欧美男歌手,2001
The Kid LAROI,32795025,欧美男歌手,2001
Lulleaux,1115185,欧美男歌手,2001
Jamie Scott,141813,欧美男歌手,2001
keshi,12544511,欧美男歌手,2001
Drake,53283,欧美男歌手,2001
Calvin Harris,29968,欧美男歌手,2001
Professor Green,41561,欧美男歌手,2001
Lauv,1057226,欧美男歌手,2001
Bruno Mars,178059,欧美男歌手,2001
Adam Christopher,13157086,欧美男歌手,2001
Rich Brian,12024301,欧美男歌手,2001
D Smoke,33516005,欧美男歌手,2001
Avicii,45236,欧美男歌手,2001
Giveon,32396647,欧美男歌手,2001
Dylan Matthew,28684353,欧美男歌手,2001
Post Malone,1057092,欧美男歌手,2001
Chris James,145038,欧美男歌手,2001
Tyga,45033,欧美男歌手,2001
Lil Nas X,31646483,欧美男歌手,2001
ILLENIUM,1050518,欧美男歌手,2001
R3HAB,197248,欧美男歌手,2001
lil sophy,12335367,欧美男歌手,2001
HARIKIRI,12200029,欧美男歌手,2001
Hayd,31213402,欧美男歌手,2001
iann dior,31532704,欧美男歌手,2001
Jake Miller,776761,欧美男歌手,2001
Wiz Khalifa,46006,欧美男歌手,2001
24kGoldn,31081554,欧美男歌手,2001
Conor Maynard,29020,欧美男歌手,2001
Khalid,301757,欧美男歌手,2001
Sam Smith,740216,欧美男歌手,2001
Russ,241588,欧美男歌手,2001
dhruv,32470128,欧美男歌手,2001
Ludacris,38165,欧美男歌手,2001
Marshmello,1060019,欧美男歌手,2001
KASTRA,1105094,欧美男歌手,2001
Reynard Silva,42608,欧美男歌手,2001
Joji,12203295,欧美男歌手,2001
Kanye West,37520,欧美男歌手,2001
Sufjan Stevens,42955,欧美男歌手,2001
Lazer Boomerang,13976294,欧美男歌手,2001
bbno$,12054171,欧美男歌手,2001
Justin Timberlake,35331,欧美男歌手,2001
Demxntia,12598596,欧美男歌手,2001
Kendrick Lamar,37995,欧美男歌手,2001
Kina,12826481,欧美男歌手,2001
Slushii,1193232,欧美男歌手,2001
Travis Scott,737012,欧美男歌手,2001
Max Oazo,13159084,欧美男歌手,2001
Daniel Powter,31187,欧美男歌手,2001
Chris Brown,29960,欧美男歌手,2001
Alec Benjamin,1028104,欧美男歌手,2001
Zedd,46376,欧美男歌手,2001
A$AP Ferg,750038,欧美男歌手,2001
Jeremy Zucker,12096183,欧美男歌手,2001
Lil Tjay,28391620,欧美男歌手,2001
sapientdream,13011210,欧美男歌手,2001
Samuel Kim,30875934,欧美男歌手,2001
FrogMonster,30549371,欧美男歌手,2001
Digital Farm Animals,840929,欧美男歌手,2001
Young Thug,287014,欧美男歌手,2001
JID,12232106,欧美男歌手,2001
Madnap,896042,欧美男歌手,2001
Lil Baby,12505561,欧美男歌手,2001
Future,33794,欧美男歌手,2001
Ollie,12348332,欧美男歌手,2001
BoyWithUke,46848969,欧美男歌手,2001
Ilkay Sencan,12523484,欧美男歌手,2001
Alexander 23,31659734,欧美男歌手,2001
Akon,27595,欧美男歌手,2001
Kordhell,47051768,欧美男歌手,2001
convolk,12248077,欧美男歌手,2001
Lil Wayne,38118,欧美男歌手,2001
Dxrk ダーク,47134797,欧美男歌手,2001
Michael Jackson,38853,欧美男歌手,2001
Luh Kel,31508096,欧美男歌手,2001
Juliander,12647253,欧美男歌手,2001
3LAU,762511,欧美男歌手,2001
Richard Clayderman,41937,欧美男歌手,2001
Snoop Dogg,42939,欧美男歌手,2001
Powfu,28900371,欧美男歌手,2001
Isac Elliot,772147,欧美男歌手,2001
Jaymes Young,820322,欧美男歌手,2001
Juice WRLD,13581233,欧美男歌手,2001
Daniel Caesar,1021293,欧美男歌手,2001
Lost Frequencies,1039114,欧美男歌手,2001
Hans Zimmer,34517,欧美男歌手,2001
Taylor Swift,44266,欧美女歌手,2002
Sia,74625,欧美女歌手,2002
Rihanna,72724,欧美女歌手,2002
Sasha Alex Sloan,12646102,欧美女歌手,2002
Billie Eilish,11972054,欧美女歌手,2002
Lana Del Rey,66212,欧美女歌手,2002
Doja Cat,911131,欧美女歌手,2002
Ariana Grande,48161,欧美女歌手,2002
Romy Dya,12900365,欧美女歌手,2002
Kid Princess,34704316,欧美女歌手,2002
MADILYN,69270,欧美女歌手,2002
Kelly Clarkson,62885,欧美女歌手,2002
Halsey,964321,欧美女歌手,2002
Nicki Minaj,70183,欧美女歌手,2002
Lady Gaga,64147,欧美女歌手,2002
AURORA,1043338,欧美女歌手,2002
Selena Gomez,140196,欧美女歌手,2002
TYSM,12278200,欧美女歌手,2002
Ellie Goulding,56598,欧美女歌手,2002
Tinashe,45221,欧美女歌手,2002
Adele,46487,欧美女歌手,2002
Dua Lipa,1135086,欧美女歌手,2002
Hallie Coggins,37531921,欧美女歌手,2002
Rosa Walton,28096830,欧美女歌手,2002
Carly Rae Jepsen,50934,欧美女歌手,2002
Alessia Cara,1074089,欧美女歌手,2002
Nevve,12567101,欧美女歌手,2002
Rachel Platten,74518,欧美女歌手,2002
Camden Cox,13226292,欧美女歌手,2002
Camila Cabello,12136039,欧美女歌手,2002
Ivoris,29403986,欧美女歌手,2002
Em Beihold,34847518,欧美女歌手,2002
NIKI,473353,欧美女歌手,2002
Kaleena Zanders,13368664,欧美女歌手,2002
Kesha,63901,欧美女歌手,2002
Noah Cyrus,12175271,欧美女歌手,2002
SZA,905232,欧美女歌手,2002
Cozi Zuehlsdorff,1097153,欧美女歌手,2002
Pauline Herr,13080654,欧美女歌手,2002
Lindsey Stirling,66225,欧美女歌手,2002
Bea Miller,908180,欧美女歌手,2002
Bebe Rexha,336466,欧美女歌手,2002
P!nk,70821,欧美女歌手,2002
Claire Ridgely,14935781,欧美女歌手,2002
Claire Rosinkranz,33429423,欧美女歌手,2002
Avril Lavigne,46490,欧美女歌手,2002
Moonessa,29834706,欧美女歌手,2002
Kate Bush,62898,欧美女歌手,2002
Lenka,64143,欧美女歌手,2002
AViVA,12074178,欧美女歌手,2002
Carly Paige,13499385,欧美女歌手,2002
Shiloh Dynasty,12647577,欧美女歌手,2002
Meg Myers,388484,欧美女歌手,2002
Ava Max,14486166,欧美女歌手,2002
Iselin Solheim,1078390,欧美女歌手,2002
Pearl,147116,欧美女歌手,2002
Beyoncé,48436,欧美女歌手,2002
Kiana Ledé,12408203,欧美女歌手,2002
Gracie Abrams,33515545,欧美女歌手,2002
Mariah Carey,66355,欧美女歌手,2002
Adriana Proenza,29824789,欧美女歌手,2002
Jess Glynne,904046,欧美女歌手,2002
Phoebe Ryan,854363,欧美女歌手,2002
Christina Perri,52979,欧美女歌手,2002
Cardi B,12504253,欧美女歌手,2002
Zara Larsson,816461,欧美女歌手,2002
Britney Spears,48432,欧美女歌手,2002
Zella Day,900106,欧美女歌手,2002
Katy Perry,62888,欧美女歌手,2002
Fleurie,860929,欧美女歌手,2002
Megan Thee Stallion,14233498,欧美女歌手,2002
Zoe Wees,33000875,欧美女歌手,2002
salem ilese,35501211,欧美女歌手,2002
Jada Facer,1047221,欧美女歌手,2002
汉堡黄,12276200,欧美女歌手,2002
RAYE,1077053,欧美女歌手,2002
BENEE,32539905,欧美女歌手,2002
Colbie Caillat,50890,欧美女歌手,2002
Charli XCX,53092,欧美女歌手,2002
Delacey,489045,欧美女歌手,2002
Alicia Keys,46489,欧美女歌手,2002
Cécile Corbel,51012,欧美女歌手,2002
SHY Martin,12354062,欧美女歌手,2002
IVIE,12154348,欧美女歌手,2002
Beth,50791,欧美女歌手,2002
Clairo,12191215,欧美女歌手,2002
Jessie J,62662,欧美女歌手,2002
Skylar Grey,74801,欧美女歌手,2002
Jex,12007273,欧美女歌手,2002
Amber Leigh Irish,30216061,欧美女歌手,2002
Monogem,1078007,欧美女歌手,2002
Stephanie Poetri,32624368,欧美女歌手,2002
Carey Mulligan,27947531,欧美女歌手,2002
Laura Brehm,207693,欧美女歌手,2002
Mina Okabe,37316082,欧美女歌手,2002
Céline Dion,50893,欧美女歌手,2002
vietra,12468266,欧美女歌手,2002
Saweetie,12977519,欧美女歌手,2002
INNA,60848,欧美女歌手,2002
Luna LePage,36919245,欧美女歌手,2002
Imagine Dragons,94779,欧美组合/乐队,2003
The Chainsmokers,893484,欧美组合/乐队,2003
Vicetone,747030,欧美组合/乐队,2003
Maroon 5,96266,欧美组合/乐队,2003
Walk off the Earth,105493,欧美组合/乐队,2003
Coldplay,89365,欧美组合/乐队,2003
Hillsong Young & Free,835002,欧美组合/乐队,2003
OneRepublic,98105,欧美组合/乐队,2003
SLANDER,1137239,欧美组合/乐队,2003
Various Artists,104700,欧美组合/乐队,2003
Just Kiddin,688618,欧美组合/乐队,2003
Max Elto,905517,欧美组合/乐队,2003
